event_id,user_id,event_time,event_name,session_id
156,31,2023-05-30 00:00:00,app_open,264
157,31,2023-05-30 00:05:00,onboarding_started,264
158,31,2023-05-30 02:00:00,kyc_submitted,264
159,31,2023-06-03 00:00:00,kyc_approved,264
160,31,2023-06-03 09:00:00,bank_added,268
161,31,2023-06-04 09:00:00,first_transaction_attempted,267
162,31,2023-06-04 09:44:00,first_transaction_success,267
163,32,2024-04-18 00:00:00,app_open,270
164,32,2024-04-18 00:05:00,onboarding_started,270
165,33,2023-06-03 00:00:00,app_open,283
166,33,2023-06-03 00:05:00,onboarding_started,283
167,33,2023-06-03 02:00:00,kyc_submitted,283
168,34,2024-07-06 00:00:00,app_open,293
169,34,2024-07-06 00:05:00,onboarding_started,293
170,35,2023-10-07 00:00:00,app_open,310
171,35,2023-10-07 00:05:00,onboarding_started,310
172,35,2023-10-07 02:00:00,kyc_submitted,310
173,36,2024-09-29 00:00:00,app_open,323
174,36,2024-09-29 00:05:00,onboarding_started,323
175,36,2024-09-29 02:00:00,kyc_submitted,323
176,36,2024-10-04 00:00:00,kyc_approved,323
177,36,2024-10-04 17:00:00,bank_added,327
178,36,2024-10-11 17:00:00,first_transaction_attempted,328
179,36,2024-10-11 17:10:00,first_transaction_success,326
180,37,2024-10-20 00:00:00,app_open,330
181,37,2024-10-20 00:05:00,onboarding_started,330
182,37,2024-10-20 02:00:00,kyc_submitted,330
183,37,2024-10-22 00:00:00,kyc_approved,330
184,37,2024-10-22 17:00:00,bank_added,331
185,38,2023-09-17 00:00:00,app_open,333
186,38,2023-09-17 00:05:00,onboarding_started,333
187,39,2024-05-23 00:00:00,app_open,336
188,39,2024-05-23 00:05:00,onboarding_started,336
189,39,2024-05-23 02:00:00,kyc_submitted,336
190,39,2024-05-27 00:00:00,kyc_approved,336
191,39,2024-05-27 03:00:00,bank_added,342
192,39,2024-05-29 03:00:00,first_transaction_attempted,338
193,39,2024-05-29 03:08:00,first_transaction_success,343
194,40,2023-01-27 00:00:00,app_open,345
195,40,2023-01-27 00:05:00,onboarding_started,345
196,40,2023-01-27 02:00:00,kyc_submitted,345
197,40,2023-01-30 00:00:00,kyc_approved,345
198,40,2023-01-30 06:00:00,bank_added,347
199,41,2023-05-05 00:00:00,app_open,353
200,41,2023-05-05 00:05:00,onboarding_started,353
201,41,2023-05-05 02:00:00,kyc_submitted,353
202,41,2023-05-10 00:00:00,kyc_approved,353
203,41,2023-05-10 23:00:00,bank_added,356
204,41,2023-05-14 23:00:00,first_transaction_attempted,354
205,41,2023-05-15 00:53:00,first_transaction_success,357
206,42,2024-05-24 00:00:00,app_open,366
207,42,2024-05-24 00:05:00,onboarding_started,366
208,42,2024-05-24 02:00:00,kyc_submitted,366
209,42,2024-05-28 00:00:00,kyc_approved,366
210,42,2024-05-28 08:00:00,bank_added,368
211,43,2023-11-17 00:00:00,app_open,378
212,43,2023-11-17 00:05:00,onboarding_started,378
213,43,2023-11-17 02:00:00,kyc_submitted,378
214,44,2024-01-10 00:00:00,app_open,386
215,44,2024-01-10 00:05:00,onboarding_started,386
216,44,2024-01-10 02:00:00,kyc_submitted,386
217,44,2024-01-14 00:00:00,kyc_approved,386
218,44,2024-01-14 16:00:00,bank_added,386
219,44,2024-01-15 16:00:00,first_transaction_attempted,395
220,44,2024-01-15 16:58:00,first_transaction_success,386
221,45,2024-10-20 00:00:00,app_open,402
222,45,2024-10-20 00:05:00,onboarding_started,402
223,46,2023-10-08 00:00:00,app_open,404
224,46,2023-10-08 00:05:00,onboarding_started,404
225,47,2023-08-08 00:00:00,app_open,406
226,47,2023-08-08 00:05:00,onboarding_started,406
227,47,2023-08-08 02:00:00,kyc_submitted,406
228,47,2023-08-13 00:00:00,kyc_approved,406
229,47,2023-08-13 16:00:00,bank_added,409
230,48,2023-10-20 00:00:00,app_open,414
231,48,2023-10-20 00:05:00,onboarding_started,414
232,48,2023-10-20 02:00:00,kyc_submitted,414
233,48,2023-10-21 00:00:00,kyc_approved,414
234,48,2023-10-21 04:00:00,bank_added,416
235,48,2023-10-28 04:00:00,first_transaction_attempted,415
236,48,2023-10-28 05:58:00,first_transaction_success,417
237,49,2024-03-13 00:00:00,app_open,418
238,49,2024-03-13 00:05:00,onboarding_started,418
239,49,2024-03-13 02:00:00,kyc_submitted,418
240,49,2024-03-16 00:00:00,kyc_approved,418
241,49,2024-03-16 05:00:00,bank_added,425
242,49,2024-03-21 05:00:00,first_transaction_attempted,426
243,49,2024-03-21 05:58:00,first_transaction_success,425
244,50,2023-03-03 00:00:00,app_open,429
245,50,2023-03-03 00:05:00,onboarding_started,429
246,50,2023-03-03 02:00:00,kyc_submitted,429
247,50,2023-03-05 00:00:00,kyc_approved,429
248,50,2023-03-05 08:00:00,bank_added,430
249,50,2023-03-08 08:00:00,first_transaction_attempted,435
250,50,2023-03-08 09:14:00,first_transaction_success,430
251,51,2024-06-21 00:00:00,app_open,447
252,51,2024-06-21 00:05:00,onboarding_started,447
253,51,2024-06-21 02:00:00,kyc_submitted,447
254,51,2024-06-25 00:00:00,kyc_approved,447
255,51,2024-06-25 19:00:00,bank_added,457
256,51,2024-07-02 19:00:00,first_transaction_attempted,452
257,51,2024-07-02 19:31:00,first_transaction_success,451
258,52,2024-04-22 00:00:00,app_open,458
259,52,2024-04-22 00:05:00,onboarding_started,458
260,52,2024-04-22 02:00:00,kyc_submitted,458
261,53,2024-03-03 00:00:00,app_open,460
262,53,2024-03-03 00:05:00,onboarding_started,460
263,53,2024-03-03 02:00:00,kyc_submitted,460
264,53,2024-03-08 00:00:00,kyc_approved,460
265,53,2024-03-08 14:00:00,bank_added,462
266,54,2024-12-25 00:00:00,app_open,468
267,54,2024-12-25 00:05:00,onboarding_started,468
268,54,2024-12-25 02:00:00,kyc_submitted,468
269,54,2024-12-30 00:00:00,kyc_approved,468
270,54,2024-12-30 03:00:00,bank_added,474
271,54,2025-01-06 03:00:00,first_transaction_attempted,478
272,54,2025-01-06 03:12:00,first_transaction_success,468
273,55,2024-02-11 00:00:00,app_open,483
274,55,2024-02-11 00:05:00,onboarding_started,483
275,55,2024-02-11 02:00:00,kyc_submitted,483
276,55,2024-02-13 00:00:00,kyc_approved,483
277,55,2024-02-13 05:00:00,bank_added,486
278,56,2024-02-03 00:00:00,app_open,488
279,56,2024-02-03 00:05:00,onboarding_started,488
280,56,2024-02-03 02:00:00,kyc_submitted,488
281,56,2024-02-06 00:00:00,kyc_approved,488
282,56,2024-02-06 17:00:00,bank_added,490
283,56,2024-02-08 17:00:00,first_transaction_attempted,492
284,56,2024-02-08 17:22:00,first_transaction_success,492
285,57,2024-02-12 00:00:00,app_open,497
286,57,2024-02-12 00:05:00,onboarding_started,497
287,57,2024-02-12 02:00:00,kyc_submitted,497
288,57,2024-02-14 00:00:00,kyc_approved,497
289,57,2024-02-14 13:00:00,bank_added,505
290,57,2024-02-20 13:00:00,first_transaction_attempted,497
291,57,2024-02-20 14:14:00,first_transaction_success,509
292,58,2024-03-01 00:00:00,app_open,510
293,58,2024-03-01 00:05:00,onboarding_started,510
294,58,2024-03-01 02:00:00,kyc_submitted,510
295,58,2024-03-04 00:00:00,kyc_approved,510
296,58,2024-03-04 04:00:00,bank_added,515
297,59,2023-09-07 00:00:00,app_open,516
298,59,2023-09-07 00:05:00,onboarding_started,516
299,59,2023-09-07 02:00:00,kyc_submitted,516
300,59,2023-09-11 00:00:00,kyc_approved,516
301,59,2023-09-11 05:00:00,bank_added,526
302,59,2023-09-15 05:00:00,first_transaction_attempted,521
303,59,2023-09-15 05:19:00,first_transaction_success,527
304,60,2023-02-12 00:00:00,app_open,534
305,60,2023-02-12 00:05:00,onboarding_started,534
306,61,2024-11-26 00:00:00,app_open,546
307,61,2024-11-26 00:05:00,onboarding_started,546
308,61,2024-11-26 02:00:00,kyc_submitted,546
309,61,2024-11-29 00:00:00,kyc_approved,546
310,61,2024-11-29 11:00:00,bank_added,547
311,61,2024-12-06 11:00:00,first_transaction_attempted,549
312,61,2024-12-06 11:07:00,first_transaction_success,551
313,62,2023-08-23 00:00:00,app_open,564
314,62,2023-08-23 00:05:00,onboarding_started,564
315,63,2023-10-19 00:00:00,app_open,578
316,63,2023-10-19 00:05:00,onboarding_started,578
317,63,2023-10-19 02:00:00,kyc_submitted,578
318,63,2023-10-24 00:00:00,kyc_approved,578
319,63,2023-10-24 19:00:00,bank_added,581
320,63,2023-10-26 19:00:00,first_transaction_attempted,581
321,63,2023-10-26 20:42:00,first_transaction_success,584
322,64,2023-10-21 00:00:00,app_open,585
323,64,2023-10-21 00:05:00,onboarding_started,585
324,64,2023-10-21 02:00:00,kyc_submitted,585
325,64,2023-10-26 00:00:00,kyc_approved,585
326,64,2023-10-27 00:00:00,bank_added,591
327,64,2023-10-30 00:00:00,first_transaction_attempted,588
328,64,2023-10-30 00:16:00,first_transaction_success,585
329,65,2023-09-23 00:00:00,app_open,592
330,65,2023-09-23 00:05:00,onboarding_started,592
331,66,2024-11-02 00:00:00,app_open,605
332,66,2024-11-02 00:05:00,onboarding_started,605
333,66,2024-11-02 02:00:00,kyc_submitted,605
334,66,2024-11-03 00:00:00,kyc_approved,605
335,66,2024-11-03 10:00:00,bank_added,609
336,67,2023-09-06 00:00:00,app_open,612
337,67,2023-09-06 00:05:00,onboarding_started,612
338,67,2023-09-06 02:00:00,kyc_submitted,612
339,67,2023-09-11 00:00:00,kyc_approved,612
340,67,2023-09-11 13:00:00,bank_added,614
341,67,2023-09-14 13:00:00,first_transaction_attempted,615
342,67,2023-09-14 13:58:00,first_transaction_success,612
343,68,2024-04-14 00:00:00,app_open,616
344,68,2024-04-14 00:05:00,onboarding_started,616
345,69,2023-02-01 00:00:00,app_open,633
346,69,2023-02-01 00:05:00,onboarding_started,633
347,69,2023-02-01 02:00:00,kyc_submitted,633
348,69,2023-02-02 00:00:00,kyc_approved,633
349,69,2023-02-02 19:00:00,bank_added,635
350,70,2024-03-30 00:00:00,app_open,637
351,70,2024-03-30 00:05:00,onboarding_started,637
352,71,2024-01-27 00:00:00,app_open,639
353,71,2024-01-27 00:05:00,onboarding_started,639
354,71,2024-01-27 02:00:00,kyc_submitted,639
355,71,2024-01-29 00:00:00,kyc_approved,639
356,71,2024-01-29 23:00:00,bank_added,644
357,71,2024-02-05 23:00:00,first_transaction_attempted,644
358,71,2024-02-05 23:49:00,first_transaction_success,645
359,72,2024-08-04 00:00:00,app_open,647
360,72,2024-08-04 00:05:00,onboarding_started,647
361,72,2024-08-04 02:00:00,kyc_submitted,647
362,73,2023-01-01 00:00:00,app_open,649
363,73,2023-01-01 00:05:00,onboarding_started,649
364,73,2023-01-01 02:00:00,kyc_submitted,649
365,73,2023-01-04 00:00:00,kyc_approved,649
366,73,2023-01-04 11:00:00,bank_added,651
367,73,2023-01-09 11:00:00,first_transaction_attempted,651
368,73,2023-01-09 11:33:00,first_transaction_success,655
369,74,2023-12-25 00:00:00,app_open,657
370,74,2023-12-25 00:05:00,onboarding_started,657
371,74,2023-12-25 02:00:00,kyc_submitted,657
372,74,2023-12-27 00:00:00,kyc_approved,657
373,74,2023-12-27 04:00:00,bank_added,662
374,74,2023-12-30 04:00:00,first_transaction_attempted,668
375,74,2023-12-30 04:57:00,first_transaction_success,665
376,75,2024-06-19 00:00:00,app_open,671
377,75,2024-06-19 00:05:00,onboarding_started,671
378,75,2024-06-19 02:00:00,kyc_submitted,671
379,76,2024-06-16 00:00:00,app_open,683
380,76,2024-06-16 00:05:00,onboarding_started,683
381,76,2024-06-16 02:00:00,kyc_submitted,683
382,76,2024-06-20 00:00:00,kyc_approved,683
383,76,2024-06-20 04:00:00,bank_added,684
384,77,2024-02-25 00:00:00,app_open,686
385,77,2024-02-25 00:05:00,onboarding_started,686
386,77,2024-02-25 02:00:00,kyc_submitted,686
387,77,2024-02-29 00:00:00,kyc_approved,686
388,77,2024-02-29 20:00:00,bank_added,687
389,77,2024-03-03 20:00:00,first_transaction_attempted,692
390,77,2024-03-03 21:50:00,first_transaction_success,693
391,78,2024-11-24 00:00:00,app_open,696
392,78,2024-11-24 00:05:00,onboarding_started,696
393,78,2024-11-24 02:00:00,kyc_submitted,696
394,79,2023-11-09 00:00:00,app_open,699
395,79,2023-11-09 00:05:00,onboarding_started,699
396,79,2023-11-09 02:00:00,kyc_submitted,699
397,80,2024-02-11 00:00:00,app_open,701
398,80,2024-02-11 00:05:00,onboarding_started,701
399,80,2024-02-11 02:00:00,kyc_submitted,701
400,81,2023-09-25 00:00:00,app_open,704
401,81,2023-09-25 00:05:00,onboarding_started,704
402,81,2023-09-25 02:00:00,kyc_submitted,704
403,81,2023-09-27 00:00:00,kyc_approved,704
404,81,2023-09-27 16:00:00,bank_added,709
405,81,2023-09-29 16:00:00,first_transaction_attempted,706
406,81,2023-09-29 17:52:00,first_transaction_success,708
407,82,2024-08-20 00:00:00,app_open,712
408,82,2024-08-20 00:05:00,onboarding_started,712
409,82,2024-08-20 02:00:00,kyc_submitted,712
410,82,2024-08-24 00:00:00,kyc_approved,712
411,82,2024-08-24 07:00:00,bank_added,712
412,82,2024-08-27 07:00:00,first_transaction_attempted,723
413,82,2024-08-27 07:33:00,first_transaction_success,721
414,83,2023-06-23 00:00:00,app_open,728
415,83,2023-06-23 00:05:00,onboarding_started,728
416,83,2023-06-23 02:00:00,kyc_submitted,728
417,83,2023-06-28 00:00:00,kyc_approved,728
418,83,2023-06-28 10:00:00,bank_added,733
419,83,2023-07-05 10:00:00,first_transaction_attempted,743
420,83,2023-07-05 10:31:00,first_transaction_success,738
421,84,2023-04-29 00:00:00,app_open,745
422,84,2023-04-29 00:05:00,onboarding_started,745
423,85,2023-10-02 00:00:00,app_open,746
424,85,2023-10-02 00:05:00,onboarding_started,746
425,85,2023-10-02 02:00:00,kyc_submitted,746
426,85,2023-10-06 00:00:00,kyc_approved,746
427,85,2023-10-06 23:00:00,bank_added,756
428,85,2023-10-09 23:00:00,first_transaction_attempted,751
429,85,2023-10-10 00:30:00,first_transaction_success,754
430,86,2024-06-04 00:00:00,app_open,758
431,86,2024-06-04 00:05:00,onboarding_started,758
432,87,2024-05-31 00:00:00,app_open,773
433,87,2024-05-31 00:05:00,onboarding_started,773
434,87,2024-05-31 02:00:00,kyc_submitted,773
435,88,2023-07-02 00:00:00,app_open,789
436,88,2023-07-02 00:05:00,onboarding_started,789
437,88,2023-07-02 02:00:00,kyc_submitted,789
438,88,2023-07-06 00:00:00,kyc_approved,789
439,88,2023-07-06 22:00:00,bank_added,799
440,89,2024-03-29 00:00:00,app_open,806
441,89,2024-03-29 00:05:00,onboarding_started,806
442,90,2024-10-02 00:00:00,app_open,814
443,90,2024-10-02 00:05:00,onboarding_started,814
444,90,2024-10-02 02:00:00,kyc_submitted,814
445,90,2024-10-05 00:00:00,kyc_approved,814
446,90,2024-10-05 17:00:00,bank_added,817
447,91,2024-10-26 00:00:00,app_open,821
448,91,2024-10-26 00:05:00,onboarding_started,821
449,92,2023-01-26 00:00:00,app_open,824
450,92,2023-01-26 00:05:00,onboarding_started,824
451,93,2024-07-04 00:00:00,app_open,825
452,93,2024-07-04 00:05:00,onboarding_started,825
453,93,2024-07-04 02:00:00,kyc_submitted,825
454,93,2024-07-08 00:00:00,kyc_approved,825
455,93,2024-07-08 23:00:00,bank_added,826
456,93,2024-07-09 23:00:00,first_transaction_attempted,825
457,93,2024-07-09 23:11:00,first_transaction_success,826
458,94,2023-10-24 00:00:00,app_open,828
459,94,2023-10-24 00:05:00,onboarding_started,828
460,94,2023-10-24 02:00:00,kyc_submitted,828
461,94,2023-10-28 00:00:00,kyc_approved,828
462,94,2023-10-28 20:00:00,bank_added,834
463,95,2023-11-09 00:00:00,app_open,836
464,95,2023-11-09 00:05:00,onboarding_started,836
465,96,2024-04-06 00:00:00,app_open,846
466,96,2024-04-06 00:05:00,onboarding_started,846
467,96,2024-04-06 02:00:00,kyc_submitted,846
468,96,2024-04-09 00:00:00,kyc_approved,846
469,96,2024-04-09 02:00:00,bank_added,854
470,96,2024-04-16 02:00:00,first_transaction_attempted,858
471,96,2024-04-16 03:28:00,first_transaction_success,848
472,97,2024-06-14 00:00:00,app_open,860
473,97,2024-06-14 00:05:00,onboarding_started,860
474,97,2024-06-14 02:00:00,kyc_submitted,860
475,97,2024-06-17 00:00:00,kyc_approved,860
476,97,2024-06-17 20:00:00,bank_added,860
477,97,2024-06-19 20:00:00,first_transaction_attempted,862
478,97,2024-06-19 21:01:00,first_transaction_success,863
479,98,2024-06-08 00:00:00,app_open,869
480,98,2024-06-08 00:05:00,onboarding_started,869
481,98,2024-06-08 02:00:00,kyc_submitted,869
482,98,2024-06-12 00:00:00,kyc_approved,869
483,98,2024-06-12 03:00:00,bank_added,884
484,98,2024-06-12 03:00:00,first_transaction_attempted,882
485,98,2024-06-12 04:59:00,first_transaction_success,885
486,99,2023-10-10 00:00:00,app_open,886
487,99,2023-10-10 00:05:00,onboarding_started,886
488,99,2023-10-10 02:00:00,kyc_submitted,886
489,99,2023-10-12 00:00:00,kyc_approved,886
490,99,2023-10-12 04:00:00,bank_added,887
491,99,2023-10-17 04:00:00,first_transaction_attempted,890
492,99,2023-10-17 05:47:00,first_transaction_success,890
493,100,2024-12-29 00:00:00,app_open,891
494,100,2024-12-29 00:05:00,onboarding_started,891
495,100,2024-12-29 02:00:00,kyc_submitted,891
496,100,2024-12-30 00:00:00,kyc_approved,891
497,100,2024-12-31 00:00:00,bank_added,899
498,101,2023-10-11 00:00:00,app_open,902
499,101,2023-10-11 00:05:00,onboarding_started,902
500,101,2023-10-11 02:00:00,kyc_submitted,902
501,101,2023-10-13 00:00:00,kyc_approved,902
502,101,2023-10-13 08:00:00,bank_added,906
503,101,2023-10-18 08:00:00,first_transaction_attempted,910
504,101,2023-10-18 08:14:00,first_transaction_success,904
505,102,2023-02-25 00:00:00,app_open,916
506,102,2023-02-25 00:05:00,onboarding_started,916
507,102,2023-02-25 02:00:00,kyc_submitted,916
508,102,2023-02-27 00:00:00,kyc_approved,916
509,102,2023-02-27 08:00:00,bank_added,924
510,102,2023-03-05 08:00:00,first_transaction_attempted,918
511,102,2023-03-05 08:30:00,first_transaction_success,928
512,103,2023-12-12 00:00:00,app_open,931
513,103,2023-12-12 00:05:00,onboarding_started,931
514,104,2024-02-09 00:00:00,app_open,933
515,104,2024-02-09 00:05:00,onboarding_started,933
516,104,2024-02-09 02:00:00,kyc_submitted,933
517,104,2024-02-13 00:00:00,kyc_approved,933
518,104,2024-02-13 12:00:00,bank_added,946
519,105,2024-04-23 00:00:00,app_open,947
520,105,2024-04-23 00:05:00,onboarding_started,947
521,106,2024-01-23 00:00:00,app_open,964
522,106,2024-01-23 00:05:00,onboarding_started,964
523,106,2024-01-23 02:00:00,kyc_submitted,964
524,107,2023-06-05 00:00:00,app_open,969
525,107,2023-06-05 00:05:00,onboarding_started,969
526,107,2023-06-05 02:00:00,kyc_submitted,969
527,107,2023-06-09 00:00:00,kyc_approved,969
528,107,2023-06-09 07:00:00,bank_added,973
529,108,2023-05-05 00:00:00,app_open,977
530,108,2023-05-05 00:05:00,onboarding_started,977
531,109,2023-08-02 00:00:00,app_open,978
532,109,2023-08-02 00:05:00,onboarding_started,978
533,109,2023-08-02 02:00:00,kyc_submitted,978
534,109,2023-08-03 00:00:00,kyc_approved,978
535,109,2023-08-03 05:00:00,bank_added,993
536,109,2023-08-08 05:00:00,first_transaction_attempted,992
537,109,2023-08-08 06:48:00,first_transaction_success,984
538,110,2023-03-12 00:00:00,app_open,994
539,110,2023-03-12 00:05:00,onboarding_started,994
540,110,2023-03-12 02:00:00,kyc_submitted,994
541,110,2023-03-17 00:00:00,kyc_approved,994
542,110,2023-03-17 20:00:00,bank_added,996
543,110,2023-03-22 20:00:00,first_transaction_attempted,994
544,110,2023-03-22 20:19:00,first_transaction_success,998
