session_id,user_id,session_start,session_end,device_type
154,19,2024-06-29 20:00:00,2024-06-29 20:30:00,Android
155,20,2024-07-09 22:00:00,2024-07-09 22:33:00,iOS
156,20,2024-06-23 21:00:00,2024-06-23 21:27:00,iOS
157,20,2024-07-27 01:00:00,2024-07-27 01:31:00,iOS
158,20,2024-05-29 10:00:00,2024-05-29 10:18:00,iOS
159,20,2024-06-28 03:00:00,2024-06-28 03:27:00,iOS
160,20,2024-07-22 00:00:00,2024-07-22 00:44:00,iOS
161,20,2024-07-26 14:00:00,2024-07-26 14:28:00,iOS
162,20,2024-05-24 06:00:00,2024-05-24 06:35:00,iOS
163,20,2024-07-03 19:00:00,2024-07-03 19:33:00,iOS
164,20,2024-08-06 14:00:00,2024-08-06 14:05:00,iOS
165,20,2024-06-13 08:00:00,2024-06-13 08:37:00,iOS
166,20,2024-06-03 09:00:00,2024-06-03 09:30:00,iOS
167,20,2024-08-15 15:00:00,2024-08-15 15:09:00,iOS
168,21,2023-09-11 22:00:00,2023-09-11 22:26:00,iOS
169,21,2023-08-31 21:00:00,2023-08-31 21:43:00,iOS
170,22,2024-07-28 14:00:00,2024-07-28 14:02:00,Android
171,22,2024-06-09 13:00:00,2024-06-09 13:43:00,Android
172,22,2024-06-10 02:00:00,2024-06-10 02:32:00,Android
173,22,2024-06-24 10:00:00,2024-06-24 10:41:00,Android
174,22,2024-08-18 12:00:00,2024-08-18 12:43:00,Android
175,22,2024-06-01 10:00:00,2024-06-01 10:45:00,Android
176,22,2024-07-29 12:00:00,2024-07-29 12:22:00,Android
177,22,2024-08-10 22:00:00,2024-08-10 22:33:00,Android
178,22,2024-07-30 01:00:00,2024-07-30 01:41:00,Android
179,23,2024-12-20 00:00:00,2024-12-20 00:31:00,Android
180,23,2024-11-01 21:00:00,2024-11-01 21:36:00,Android
181,23,2024-10-16 02:00:00,2024-10-16 02:30:00,Android
182,23,2024-11-09 18:00:00,2024-11-09 18:21:00,Android
183,23,2024-12-16 13:00:00,2024-12-16 13:18:00,Android
184,23,2024-11-23 09:00:00,2024-11-23 09:14:00,Android
185,23,2024-11-14 15:00:00,2024-11-14 15:08:00,Android
186,23,2024-10-26 12:00:00,2024-10-26 12:38:00,Android
187,23,2024-11-10 18:00:00,2024-11-10 18:20:00,Android
188,23,2024-12-24 09:00:00,2024-12-24 09:03:00,Android
189,23,2024-12-19 12:00:00,2024-12-19 12:19:00,Android
190,23,2024-09-27 18:00:00,2024-09-27 18:45:00,Android
191,24,2024-01-13 21:00:00,2024-01-13 21:10:00,Android
192,24,2024-01-09 03:00:00,2024-01-09 03:42:00,Android
193,24,2024-01-11 01:00:00,2024-01-11 01:21:00,Android
194,24,2023-12-16 01:00:00,2023-12-16 01:39:00,Android
195,24,2023-12-06 23:00:00,2023-12-06 23:10:00,Android
196,24,2023-11-01 09:00:00,2023-11-01 09:22:00,Android
197,24,2023-12-13 05:00:00,2023-12-13 05:14:00,Android
198,24,2023-11-06 17:00:00,2023-11-06 17:25:00,Android
199,24,2023-12-27 16:00:00,2023-12-27 16:19:00,Android
200,24,2023-11-11 08:00:00,2023-11-11 08:32:00,Android
201,24,2023-11-27 23:00:00,2023-11-27 23:23:00,Android
202,24,2023-11-04 14:00:00,2023-11-04 14:06:00,Android
203,24,2023-11-08 07:00:00,2023-11-08 07:45:00,Android
204,24,2024-01-15 12:00:00,2024-01-15 12:37:00,Android
205,24,2023-12-06 02:00:00,2023-12-06 02:27:00,Android
206,24,2023-10-22 08:00:00,2023-10-22 08:36:00,Android
207,24,2023-11-05 14:00:00,2023-11-05 14:25:00,Android
208,24,2024-01-15 23:00:00,2024-01-15 23:45:00,Android
209,25,2023-05-19 20:00:00,2023-05-19 20:06:00,Android
210,25,2023-07-11 14:00:00,2023-07-11 14:21:00,Android
211,25,2023-07-13 13:00:00,2023-07-13 13:09:00,Android
212,26,2023-07-13 23:00:00,2023-07-13 23:11:00,iOS
213,26,2023-06-21 20:00:00,2023-06-21 20:08:00,iOS
214,26,2023-06-30 19:00:00,2023-06-30 19:28:00,iOS
215,26,2023-06-03 01:00:00,2023-06-03 01:25:00,iOS
216,26,2023-05-26 14:00:00,2023-05-26 14:30:00,iOS
217,26,2023-05-29 11:00:00,2023-05-29 11:08:00,iOS
218,26,2023-07-25 11:00:00,2023-07-25 11:36:00,iOS
219,26,2023-07-20 11:00:00,2023-07-20 11:05:00,iOS
220,26,2023-06-18 08:00:00,2023-06-18 08:14:00,iOS
221,26,2023-05-14 14:00:00,2023-05-14 14:07:00,iOS
222,26,2023-07-22 06:00:00,2023-07-22 06:43:00,iOS
223,26,2023-07-19 19:00:00,2023-07-19 19:03:00,iOS
224,26,2023-05-05 10:00:00,2023-05-05 10:17:00,iOS
225,26,2023-05-15 18:00:00,2023-05-15 18:15:00,iOS
226,27,2024-03-12 09:00:00,2024-03-12 09:31:00,iOS
227,27,2024-03-28 00:00:00,2024-03-28 00:05:00,iOS
228,27,2024-03-07 12:00:00,2024-03-07 12:29:00,iOS
229,28,2024-08-04 20:00:00,2024-08-04 20:39:00,Android
230,28,2024-07-26 22:00:00,2024-07-26 22:22:00,Android
231,28,2024-07-04 19:00:00,2024-07-04 19:35:00,Android
232,28,2024-06-23 14:00:00,2024-06-23 14:34:00,Android
233,28,2024-08-02 13:00:00,2024-08-02 13:08:00,Android
234,28,2024-08-14 03:00:00,2024-08-14 03:43:00,Android
235,28,2024-08-08 17:00:00,2024-08-08 17:15:00,Android
236,28,2024-07-11 14:00:00,2024-07-11 14:16:00,Android
237,28,2024-07-08 10:00:00,2024-07-08 10:31:00,Android
238,28,2024-07-07 13:00:00,2024-07-07 13:08:00,Android
239,28,2024-06-26 13:00:00,2024-06-26 13:22:00,Android
240,28,2024-08-10 08:00:00,2024-08-10 08:25:00,Android
241,29,2024-03-02 21:00:00,2024-03-02 21:29:00,Android
242,29,2024-01-23 09:00:00,2024-01-23 09:40:00,Android
243,29,2024-02-25 11:00:00,2024-02-25 11:08:00,Android
244,29,2024-03-30 16:00:00,2024-03-30 16:15:00,Android
245,29,2024-02-05 21:00:00,2024-02-05 21:32:00,Android
246,29,2024-02-14 03:00:00,2024-02-14 03:24:00,Android
247,30,2023-06-19 02:00:00,2023-06-19 02:05:00,iOS
248,30,2023-04-23 05:00:00,2023-04-23 05:41:00,iOS
249,30,2023-04-10 21:00:00,2023-04-10 21:07:00,iOS
250,30,2023-05-08 14:00:00,2023-05-08 14:44:00,iOS
251,30,2023-05-28 15:00:00,2023-05-28 15:40:00,iOS
252,30,2023-05-30 13:00:00,2023-05-30 13:19:00,iOS
253,30,2023-05-01 16:00:00,2023-05-01 16:09:00,iOS
254,30,2023-05-18 13:00:00,2023-05-18 13:09:00,iOS
255,30,2023-05-10 21:00:00,2023-05-10 21:45:00,iOS
256,30,2023-06-18 15:00:00,2023-06-18 15:35:00,iOS
257,30,2023-06-28 09:00:00,2023-06-28 09:04:00,iOS
258,30,2023-05-02 12:00:00,2023-05-02 12:40:00,iOS
259,30,2023-04-11 00:00:00,2023-04-11 00:15:00,iOS
260,30,2023-05-12 06:00:00,2023-05-12 06:10:00,iOS
261,30,2023-05-06 09:00:00,2023-05-06 09:22:00,iOS
262,30,2023-04-19 00:00:00,2023-04-19 00:33:00,iOS
263,30,2023-05-29 05:00:00,2023-05-29 05:10:00,iOS
264,31,2023-08-10 18:00:00,2023-08-10 18:30:00,iOS
265,31,2023-08-25 18:00:00,2023-08-25 18:43:00,iOS
266,31,2023-08-19 19:00:00,2023-08-19 19:22:00,iOS
267,31,2023-08-18 10:00:00,2023-08-18 10:11:00,iOS
268,31,2023-07-25 02:00:00,2023-07-25 02:32:00,iOS
269,31,2023-07-25 20:00:00,2023-07-25 20:21:00,iOS
270,32,2024-07-04 15:00:00,2024-07-04 15:34:00,Android
271,32,2024-05-07 01:00:00,2024-05-07 01:30:00,Android
272,32,2024-05-01 10:00:00,2024-05-01 10:07:00,Android
273,32,2024-06-21 20:00:00,2024-06-21 20:13:00,Android
274,32,2024-04-23 07:00:00,2024-04-23 07:30:00,Android
275,32,2024-06-13 16:00:00,2024-06-13 16:35:00,Android
276,32,2024-07-05 05:00:00,2024-07-05 05:25:00,Android
277,32,2024-06-04 09:00:00,2024-06-04 09:26:00,Android
278,32,2024-06-09 10:00:00,2024-06-09 10:45:00,Android
279,32,2024-07-03 01:00:00,2024-07-03 01:42:00,Android
280,32,2024-07-09 10:00:00,2024-07-09 10:06:00,Android
281,32,2024-05-30 03:00:00,2024-05-30 03:37:00,Android
282,32,2024-07-13 12:00:00,2024-07-13 12:20:00,Android
283,33,2023-08-18 22:00:00,2023-08-18 22:07:00,iOS
284,33,2023-07-12 17:00:00,2023-07-12 17:26:00,iOS
285,33,2023-08-24 10:00:00,2023-08-24 10:10:00,iOS
286,33,2023-08-27 22:00:00,2023-08-27 22:45:00,iOS
287,33,2023-08-09 02:00:00,2023-08-09 02:43:00,iOS
288,33,2023-08-27 13:00:00,2023-08-27 13:34:00,iOS
289,33,2023-07-19 00:00:00,2023-07-19 00:25:00,iOS
290,33,2023-07-12 05:00:00,2023-07-12 05:15:00,iOS
291,33,2023-07-16 15:00:00,2023-07-16 15:14:00,iOS
292,33,2023-07-01 04:00:00,2023-07-01 04:11:00,iOS
293,34,2024-08-23 04:00:00,2024-08-23 04:12:00,iOS
294,34,2024-07-29 22:00:00,2024-07-29 22:41:00,iOS
295,34,2024-07-27 23:00:00,2024-07-27 23:30:00,iOS
296,34,2024-07-11 13:00:00,2024-07-11 13:25:00,iOS
297,34,2024-09-30 23:00:00,2024-09-30 23:17:00,iOS
298,34,2024-08-31 19:00:00,2024-08-31 19:20:00,iOS
299,34,2024-09-01 07:00:00,2024-09-01 07:36:00,iOS
300,34,2024-08-05 09:00:00,2024-08-05 09:32:00,iOS
301,34,2024-07-30 11:00:00,2024-07-30 11:45:00,iOS
302,34,2024-09-17 14:00:00,2024-09-17 14:31:00,iOS
303,34,2024-08-11 12:00:00,2024-08-11 12:34:00,iOS
304,34,2024-09-11 13:00:00,2024-09-11 13:12:00,iOS
305,34,2024-07-31 19:00:00,2024-07-31 19:10:00,iOS
306,34,2024-08-07 01:00:00,2024-08-07 01:43:00,iOS
307,34,2024-09-05 11:00:00,2024-09-05 11:37:00,iOS
308,34,2024-07-19 22:00:00,2024-07-19 22:35:00,iOS
309,34,2024-07-21 09:00:00,2024-07-21 09:07:00,iOS
310,35,2023-10-10 13:00:00,2023-10-10 13:05:00,Android
311,35,2023-11-26 16:00:00,2023-11-26 16:25:00,Android
312,35,2023-11-06 12:00:00,2023-11-06 12:07:00,Android
313,35,2023-11-23 07:00:00,2023-11-23 07:03:00,Android
314,35,2023-11-16 03:00:00,2023-11-16 03:43:00,Android
315,35,2023-11-18 04:00:00,2023-11-18 04:10:00,Android
316,35,2023-10-11 09:00:00,2023-10-11 09:32:00,Android
317,35,2024-01-04 04:00:00,2024-01-04 04:32:00,Android
318,35,2023-12-03 19:00:00,2023-12-03 19:02:00,Android
319,35,2023-10-17 00:00:00,2023-10-17 00:18:00,Android
320,35,2023-11-03 04:00:00,2023-11-03 04:37:00,Android
321,35,2023-12-23 16:00:00,2023-12-23 16:29:00,Android
322,35,2023-10-21 09:00:00,2023-10-21 09:17:00,Android
323,36,2024-10-29 22:00:00,2024-10-29 22:11:00,Android
324,36,2024-11-05 13:00:00,2024-11-05 13:02:00,Android
325,36,2024-12-16 11:00:00,2024-12-16 11:17:00,Android
326,36,2024-12-11 13:00:00,2024-12-11 13:13:00,Android
327,36,2024-12-23 21:00:00,2024-12-23 21:07:00,Android
328,36,2024-12-05 11:00:00,2024-12-05 11:06:00,Android
329,36,2024-12-05 17:00:00,2024-12-05 17:34:00,Android
330,37,2024-12-17 01:00:00,2024-12-17 01:20:00,iOS
331,37,2024-11-14 01:00:00,2024-11-14 01:14:00,iOS
332,37,2024-10-25 10:00:00,2024-10-25 10:21:00,iOS
333,38,2023-10-29 08:00:00,2023-10-29 08:09:00,iOS
334,38,2023-11-03 13:00:00,2023-11-03 13:27:00,iOS
335,38,2023-11-12 12:00:00,2023-11-12 12:23:00,iOS
336,39,2024-07-17 19:00:00,2024-07-17 19:13:00,Android
337,39,2024-07-31 09:00:00,2024-07-31 09:22:00,Android
338,39,2024-06-05 02:00:00,2024-06-05 02:22:00,Android
339,39,2024-08-15 09:00:00,2024-08-15 09:21:00,Android
340,39,2024-07-19 19:00:00,2024-07-19 19:29:00,Android
341,39,2024-06-13 22:00:00,2024-06-13 22:30:00,Android
342,39,2024-07-06 14:00:00,2024-07-06 14:04:00,Android
343,39,2024-07-07 19:00:00,2024-07-07 19:29:00,Android
344,39,2024-06-27 20:00:00,2024-06-27 20:05:00,Android
345,40,2023-03-25 06:00:00,2023-03-25 06:41:00,iOS
346,40,2023-03-04 22:00:00,2023-03-04 22:33:00,iOS
347,40,2023-02-21 03:00:00,2023-02-21 03:10:00,iOS
348,40,2023-02-05 14:00:00,2023-02-05 14:13:00,iOS
349,40,2023-03-24 02:00:00,2023-03-24 02:45:00,iOS
350,40,2023-03-08 21:00:00,2023-03-08 21:24:00,iOS
351,40,2023-04-27 02:00:00,2023-04-27 02:37:00,iOS
352,40,2023-04-06 09:00:00,2023-04-06 09:21:00,iOS
353,41,2023-07-03 17:00:00,2023-07-03 17:10:00,iOS
354,41,2023-07-22 02:00:00,2023-07-22 02:06:00,iOS
355,41,2023-06-13 12:00:00,2023-06-13 12:32:00,iOS
356,41,2023-07-11 13:00:00,2023-07-11 13:28:00,iOS
357,41,2023-07-17 02:00:00,2023-07-17 02:10:00,iOS
358,41,2023-06-14 20:00:00,2023-06-14 20:06:00,iOS
359,41,2023-07-01 14:00:00,2023-07-01 14:45:00,iOS
360,41,2023-07-10 11:00:00,2023-07-10 11:10:00,iOS
361,41,2023-07-14 20:00:00,2023-07-14 20:39:00,iOS
362,41,2023-05-28 04:00:00,2023-05-28 04:29:00,iOS
363,41,2023-07-08 01:00:00,2023-07-08 01:09:00,iOS
364,41,2023-07-10 04:00:00,2023-07-10 04:21:00,iOS
365,41,2023-05-26 05:00:00,2023-05-26 05:22:00,iOS
366,42,2024-07-21 02:00:00,2024-07-21 02:05:00,Android
367,42,2024-06-13 14:00:00,2024-06-13 14:28:00,Android
368,42,2024-07-24 14:00:00,2024-07-24 14:15:00,Android
369,42,2024-07-06 19:00:00,2024-07-06 19:11:00,Android
370,42,2024-07-03 22:00:00,2024-07-03 22:22:00,Android
371,42,2024-07-07 12:00:00,2024-07-07 12:10:00,Android
372,42,2024-07-10 16:00:00,2024-07-10 16:37:00,Android
373,42,2024-06-06 10:00:00,2024-06-06 10:17:00,Android
374,42,2024-07-22 03:00:00,2024-07-22 03:19:00,Android
375,42,2024-07-20 07:00:00,2024-07-20 07:11:00,Android
376,42,2024-06-05 01:00:00,2024-06-05 01:20:00,Android
377,42,2024-07-12 19:00:00,2024-07-12 19:28:00,Android
378,43,2023-11-28 12:00:00,2023-11-28 12:34:00,Android
379,43,2024-01-14 07:00:00,2024-01-14 07:15:00,Android
380,43,2024-01-30 11:00:00,2024-01-30 11:05:00,Android
381,43,2023-11-23 09:00:00,2023-11-23 09:33:00,Android
382,43,2024-02-01 20:00:00,2024-02-01 20:45:00,Android
383,43,2024-01-16 09:00:00,2024-01-16 09:36:00,Android
384,43,2023-11-18 03:00:00,2023-11-18 03:29:00,Android
385,43,2023-12-04 08:00:00,2023-12-04 08:25:00,Android
386,44,2024-03-07 17:00:00,2024-03-07 17:19:00,Android
387,44,2024-03-29 21:00:00,2024-03-29 21:41:00,Android
388,44,2024-01-25 04:00:00,2024-01-25 04:08:00,Android
389,44,2024-02-29 11:00:00,2024-02-29 11:23:00,Android
390,44,2024-03-21 11:00:00,2024-03-21 11:11:00,Android
391,44,2024-02-04 19:00:00,2024-02-04 19:34:00,Android
392,44,2024-03-01 16:00:00,2024-03-01 16:04:00,Android
393,44,2024-01-15 01:00:00,2024-01-15 01:10:00,Android
394,44,2024-02-21 15:00:00,2024-02-21 15:35:00,Android
395,44,2024-03-08 04:00:00,2024-03-08 04:40:00,Android
396,44,2024-03-15 04:00:00,2024-03-15 04:22:00,Android
397,44,2024-03-28 10:00:00,2024-03-28 10:12:00,Android
398,44,2024-02-29 19:00:00,2024-02-29 19:21:00,Android
399,44,2024-03-25 10:00:00,2024-03-25 10:34:00,Android
400,44,2024-03-15 17:00:00,2024-03-15 17:33:00,Android
401,44,2024-04-09 18:00:00,2024-04-09 18:21:00,Android
402,45,2024-11-17 09:00:00,2024-11-17 09:20:00,iOS
403,45,2025-01-18 06:00:00,2025-01-18 06:33:00,iOS
404,46,2023-10-26 09:00:00,2023-10-26 09:04:00,iOS
405,46,2023-11-13 22:00:00,2023-11-13 22:07:00,iOS
406,47,2023-10-22 07:00:00,2023-10-22 07:17:00,Android
407,47,2023-08-14 21:00:00,2023-08-14 21:35:00,Android
408,47,2023-09-05 20:00:00,2023-09-05 20:16:00,Android
409,47,2023-08-14 03:00:00,2023-08-14 03:28:00,Android
410,47,2023-09-19 22:00:00,2023-09-19 22:32:00,Android
411,47,2023-08-20 21:00:00,2023-08-20 21:10:00,Android
412,47,2023-08-08 17:00:00,2023-08-08 17:12:00,Android
413,47,2023-09-29 20:00:00,2023-09-29 20:32:00,Android
414,48,2023-12-12 05:00:00,2023-12-12 05:04:00,iOS
415,48,2023-12-09 15:00:00,2023-12-09 15:13:00,iOS
416,48,2023-11-26 01:00:00,2023-11-26 01:02:00,iOS
417,48,2023-11-27 18:00:00,2023-11-27 18:40:00,iOS
