transaction_id,user_id,transaction_time,amount,status,fee_revenue
199,102,2023-05-04 08:30:00,93.34,success,1.4
200,102,2023-05-15 08:30:00,414.51,success,6.22
201,102,2023-05-30 08:30:00,1363.84,success,20.46
202,102,2023-04-10 08:30:00,1231.24,success,18.47
203,102,2023-03-15 08:30:00,10.72,failed,0.0
204,109,2023-11-04 06:48:00,10.67,success,0.16
205,109,2023-10-03 06:48:00,1235.14,success,18.53
206,109,2023-09-21 06:48:00,1801.49,failed,0.0
207,110,2023-03-30 20:19:00,5.66,success,0.08
208,110,2023-05-23 20:19:00,64.32,success,0.96
209,110,2023-05-28 20:19:00,14.36,success,0.22
210,116,2024-12-30 10:44:00,1357.0,success,20.36
211,116,2024-12-26 10:44:00,82.24,success,1.23
212,117,2023-06-16 18:33:00,13.75,success,0.21
213,117,2023-05-24 18:33:00,579.63,failed,0.0
214,117,2023-05-07 18:33:00,1778.12,success,26.67
215,121,2024-04-13 15:28:00,1385.47,failed,0.0
216,121,2024-04-30 15:28:00,1472.86,success,22.09
217,121,2024-03-18 15:28:00,6.37,success,0.1
218,121,2024-04-21 15:28:00,15.9,success,0.24
219,121,2024-04-20 15:28:00,1002.79,failed,0.0
220,121,2024-03-23 15:28:00,130.49,success,1.96
221,123,2024-08-11 15:23:00,66.13,success,0.99
222,123,2024-07-16 15:23:00,17.3,success,0.26
223,123,2024-06-15 15:23:00,436.73,success,6.55
224,123,2024-08-26 15:23:00,1357.05,success,20.36
225,123,2024-06-09 15:23:00,1900.84,success,28.51
226,123,2024-08-14 15:23:00,1362.71,success,20.44
227,123,2024-06-14 15:23:00,273.38,success,4.1
228,123,2024-06-21 15:23:00,18.25,success,0.27
229,131,2023-11-19 21:34:00,1549.42,success,23.24
230,131,2023-11-27 21:34:00,63.62,success,0.95
231,131,2023-11-07 21:34:00,1362.02,success,20.43
232,131,2023-10-30 21:34:00,1688.65,success,25.33
233,131,2023-12-31 21:34:00,329.39,success,4.94
234,131,2023-11-29 21:34:00,362.33,success,5.43
235,131,2023-11-29 21:34:00,13.17,success,0.2
236,132,2024-05-20 13:12:00,419.34,failed,0.0
237,132,2024-06-19 13:12:00,1437.82,success,21.57
238,132,2024-07-07 13:12:00,11.53,success,0.17
239,135,2024-09-30 07:48:00,107.07,success,1.61
240,136,2023-12-28 11:17:00,436.26,success,6.54
241,136,2023-11-12 11:17:00,1659.73,success,24.9
242,136,2024-01-05 11:17:00,1006.11,failed,0.0
243,136,2023-11-20 11:17:00,13.21,success,0.2
244,136,2023-12-17 11:17:00,250.67,success,3.76
245,136,2023-10-15 11:17:00,1907.76,failed,0.0
246,141,2023-11-18 09:08:00,201.97,success,3.03
247,141,2024-02-05 09:08:00,1517.12,success,22.76
248,141,2024-01-27 09:08:00,82.42,success,1.24
249,142,2024-11-18 06:23:00,13.3,success,0.2
250,142,2024-12-21 06:23:00,399.95,success,6.0
251,142,2024-10-02 06:23:00,90.11,success,1.35
252,142,2024-12-01 06:23:00,1459.74,success,21.9
253,142,2024-11-01 06:23:00,19.07,success,0.29
254,142,2024-12-19 06:23:00,332.24,success,4.98
255,142,2024-12-12 06:23:00,8.53,success,0.13
256,142,2024-12-10 06:23:00,12.61,success,0.19
257,145,2024-06-18 17:39:00,13.69,failed,0.0
258,145,2024-04-24 17:39:00,1986.91,success,29.8
259,145,2024-04-28 17:39:00,1714.57,success,25.72
260,145,2024-06-20 17:39:00,1629.62,success,24.44
261,145,2024-05-21 17:39:00,6.99,success,0.1
262,146,2023-07-04 23:22:00,1628.42,success,24.43
263,146,2023-07-18 23:22:00,454.07,success,6.81
264,146,2023-06-28 23:22:00,10.59,success,0.16
265,146,2023-08-27 23:22:00,938.4,success,14.08
266,146,2023-09-14 23:22:00,19.18,success,0.29
267,146,2023-08-17 23:22:00,6.31,success,0.09
268,146,2023-07-25 23:22:00,6.68,success,0.1
269,154,2023-03-25 13:49:00,15.65,success,0.23
270,154,2023-05-30 13:49:00,7.14,failed,0.0
271,154,2023-04-26 13:49:00,402.81,success,6.04
272,154,2023-03-08 13:49:00,1489.68,success,22.35
273,154,2023-03-18 13:49:00,18.63,success,0.28
274,155,2024-12-04 00:19:00,16.04,success,0.24
275,155,2024-10-26 00:19:00,242.58,failed,0.0
276,155,2024-11-05 00:19:00,7.69,success,0.12
277,155,2024-11-24 00:19:00,88.25,success,1.32
278,155,2024-10-02 00:19:00,451.59,failed,0.0
279,155,2024-11-01 00:19:00,8.0,success,0.12
280,157,2023-08-20 17:07:00,299.2,success,4.49
281,157,2023-06-15 17:07:00,226.12,success,3.39
282,157,2023-07-10 17:07:00,592.14,success,8.88
283,157,2023-07-11 17:07:00,540.35,success,8.11
284,157,2023-06-07 17:07:00,11.42,success,0.17
285,157,2023-06-26 17:07:00,627.41,success,9.41
286,157,2023-07-04 17:07:00,6.72,success,0.1
287,158,2024-11-04 19:31:00,949.86,success,14.25
288,158,2024-09-07 19:31:00,1273.05,success,19.1
289,158,2024-09-05 19:31:00,18.21,success,0.27
290,161,2024-05-19 13:00:00,18.29,success,0.27
291,161,2024-05-08 13:00:00,1282.94,failed,0.0
292,161,2024-05-02 13:00:00,8.78,success,0.13
293,163,2023-10-12 09:26:00,13.02,failed,0.0
294,163,2023-11-16 09:26:00,18.91,success,0.28
295,163,2023-10-17 09:26:00,1819.2,success,27.29
296,167,2023-07-14 07:09:00,102.21,success,1.53
297,167,2023-05-30 07:09:00,19.83,success,0.3
298,167,2023-05-03 07:09:00,6.85,success,0.1
299,167,2023-06-19 07:09:00,17.34,success,0.26
300,168,2024-07-10 18:37:00,143.7,success,2.16
301,168,2024-09-20 18:37:00,1701.65,success,25.52
302,168,2024-08-07 18:37:00,18.56,success,0.28
303,168,2024-09-02 18:37:00,250.45,success,3.76
304,168,2024-08-22 18:37:00,6.35,success,0.1
305,168,2024-08-22 18:37:00,1959.91,success,29.4
306,169,2023-07-10 22:48:00,1406.08,success,21.09
307,169,2023-08-20 22:48:00,519.96,success,7.8
308,169,2023-09-09 22:48:00,1616.37,success,24.25
309,169,2023-08-31 22:48:00,1535.99,success,23.04
310,171,2024-03-30 15:02:00,9.32,success,0.14
311,172,2024-12-25 08:50:00,7.62,success,0.11
312,172,2024-12-19 08:50:00,104.31,failed,0.0
313,172,2025-01-19 08:50:00,16.54,failed,0.0
314,174,2023-04-06 12:00:00,1361.84,failed,0.0
315,176,2024-12-28 10:18:00,6.47,success,0.1
316,176,2024-12-24 10:18:00,264.31,success,3.96
317,176,2024-12-21 10:18:00,283.53,success,4.25
318,176,2025-01-20 10:18:00,248.04,success,3.72
319,176,2024-12-23 10:18:00,690.69,success,10.36
320,177,2024-09-04 11:45:00,112.34,success,1.69
321,177,2024-07-08 11:45:00,1699.72,success,25.5
322,177,2024-08-07 11:45:00,1311.49,failed,0.0
323,177,2024-07-24 11:45:00,1560.81,success,23.41
324,177,2024-09-17 11:45:00,9.63,success,0.14
325,177,2024-09-06 11:45:00,1935.94,success,29.04
326,177,2024-08-18 11:45:00,1487.38,success,22.31
327,177,2024-06-21 11:45:00,1744.54,success,26.17
328,179,2024-09-20 03:52:00,19.29,success,0.29
329,179,2024-09-11 03:52:00,19.42,success,0.29
330,179,2024-09-13 03:52:00,162.9,success,2.44
331,179,2024-08-10 03:52:00,568.23,success,8.52
332,180,2023-06-07 16:42:00,17.24,success,0.26
333,180,2023-07-29 16:42:00,1239.26,success,18.59
334,180,2023-06-22 16:42:00,5.11,failed,0.0
335,180,2023-08-07 16:42:00,790.66,success,11.86
336,182,2023-10-22 02:57:00,16.74,success,0.25
337,182,2023-07-29 02:57:00,13.93,failed,0.0
338,182,2023-08-13 02:57:00,1131.51,success,16.97
339,182,2023-08-20 02:57:00,408.66,success,6.13
340,182,2023-10-01 02:57:00,966.78,success,14.5
341,182,2023-08-15 02:57:00,12.04,success,0.18
342,182,2023-10-20 02:57:00,1260.66,failed,0.0
343,182,2023-09-20 02:57:00,10.16,success,0.15
344,184,2024-03-21 06:33:00,569.29,success,8.54
345,184,2024-04-04 06:33:00,870.76,success,13.06
346,184,2024-02-12 06:33:00,17.77,success,0.27
347,184,2024-03-27 06:33:00,326.7,success,4.9
348,184,2024-04-18 06:33:00,16.27,success,0.24
349,184,2024-03-14 06:33:00,267.48,success,4.01
350,184,2024-03-18 06:33:00,14.57,success,0.22
351,186,2024-07-14 10:50:00,16.37,failed,0.0
352,186,2024-05-30 10:50:00,1211.66,success,18.17
353,186,2024-07-10 10:50:00,16.36,success,0.25
354,186,2024-05-25 10:50:00,473.87,success,7.11
355,186,2024-07-11 10:50:00,112.53,failed,0.0
356,186,2024-05-02 10:50:00,12.5,success,0.19
357,187,2024-03-12 18:47:00,548.09,success,8.22
358,188,2024-01-05 02:22:00,1364.2,success,20.46
359,188,2024-01-15 02:22:00,1550.47,success,23.26
360,188,2023-12-14 02:22:00,14.2,success,0.21
361,188,2024-01-12 02:22:00,16.0,success,0.24
362,188,2023-11-06 02:22:00,10.9,success,0.16
363,190,2024-02-12 09:32:00,1754.75,success,26.32
364,190,2024-02-28 09:32:00,18.46,success,0.28
365,190,2023-12-12 09:32:00,395.2,failed,0.0
366,190,2023-12-31 09:32:00,239.76,success,3.6
367,190,2024-03-02 09:32:00,1823.43,success,27.35
368,190,2023-12-27 09:32:00,280.63,success,4.21
369,190,2023-12-30 09:32:00,470.45,success,7.06
370,190,2024-01-02 09:32:00,522.49,success,7.84
371,198,2024-03-30 01:53:00,201.45,failed,0.0
372,198,2024-03-17 01:53:00,19.11,failed,0.0
373,198,2024-03-29 01:53:00,51.39,success,0.77
374,198,2024-03-04 01:53:00,1295.94,success,19.44
375,198,2024-03-18 01:53:00,328.26,success,4.92
376,198,2024-05-10 01:53:00,493.78,success,7.41
377,199,2023-02-27 22:26:00,468.04,success,7.02
378,199,2023-03-28 22:26:00,1505.9,success,22.59
379,199,2023-05-03 22:26:00,271.38,failed,0.0
380,199,2023-05-08 22:26:00,320.31,failed,0.0
381,199,2023-04-13 22:26:00,403.29,success,6.05
382,199,2023-03-24 22:26:00,180.94,success,2.71
383,205,2023-08-25 08:40:00,267.89,success,4.02
384,205,2023-06-27 08:40:00,1863.32,success,27.95
385,205,2023-09-08 08:40:00,1304.63,success,19.57
386,206,2024-10-29 22:53:00,757.4,success,11.36
387,207,2024-08-07 07:58:00,5.39,success,0.08
388,207,2024-09-15 07:58:00,79.68,failed,0.0
389,207,2024-07-24 07:58:00,7.19,success,0.11
390,207,2024-07-18 07:58:00,10.68,success,0.16
391,207,2024-07-29 07:58:00,413.06,success,6.2
392,207,2024-07-26 07:58:00,13.27,success,0.2
393,208,2023-09-18 22:28:00,1280.89,failed,0.0
394,208,2023-08-14 22:28:00,436.06,success,6.54
395,209,2024-12-17 13:51:00,1607.04,success,24.11
396,209,2024-11-25 13:51:00,18.94,failed,0.0
397,209,2025-01-04 13:51:00,75.87,success,1.14
398,209,2024-12-01 13:51:00,207.37,success,3.11
399,209,2024-10-29 13:51:00,11.46,success,0.17
400,210,2023-03-04 14:46:00,6.97,success,0.1
401,210,2023-03-19 14:46:00,358.0,success,5.37
402,210,2023-03-31 14:46:00,245.45,success,3.68
403,210,2023-03-09 14:46:00,8.72,success,0.13
404,210,2023-01-28 14:46:00,497.42,success,7.46
405,210,2023-04-14 14:46:00,1595.69,success,23.94
406,210,2023-03-30 14:46:00,116.93,success,1.75
407,210,2023-02-07 14:46:00,18.94,failed,0.0
408,211,2024-09-14 00:35:00,695.73,success,10.44
409,211,2024-07-07 00:35:00,13.8,success,0.21
410,211,2024-08-28 00:35:00,83.7,success,1.26
411,211,2024-08-31 00:35:00,19.84,success,0.3
412,220,2024-11-05 09:12:00,525.73,success,7.89
413,220,2024-10-07 09:12:00,18.81,success,0.28
414,220,2024-10-08 09:12:00,298.18,success,4.47
415,220,2024-10-18 09:12:00,1943.08,success,29.15
416,223,2025-03-12 07:21:00,8.03,failed,0.0
417,223,2025-03-14 07:21:00,5.67,success,0.09
418,223,2025-02-09 07:21:00,210.49,success,3.16
419,223,2025-02-10 07:21:00,1960.78,success,29.41
420,226,2023-04-25 02:24:00,434.22,success,6.51
421,226,2023-05-19 02:24:00,339.12,success,5.09
422,226,2023-04-28 02:24:00,462.86,success,6.94
423,226,2023-05-17 02:24:00,5.97,success,0.09
424,226,2023-06-04 02:24:00,254.56,success,3.82
425,226,2023-05-02 02:24:00,64.1,success,0.96
426,229,2024-10-18 21:18:00,412.64,success,6.19
427,229,2024-10-20 21:18:00,13.27,success,0.2
428,229,2024-10-21 21:18:00,1555.75,success,23.34
429,229,2024-10-09 21:18:00,901.41,success,13.52
430,229,2024-10-15 21:18:00,15.1,success,0.23
431,229,2024-09-11 21:18:00,1278.44,success,19.18
432,229,2024-10-04 21:18:00,1145.03,failed,0.0
433,229,2024-09-16 21:18:00,577.37,success,8.66
434,230,2024-04-30 04:03:00,18.47,success,0.28
435,232,2024-01-16 18:20:00,392.43,success,5.89
436,232,2024-02-10 18:20:00,625.16,failed,0.0
437,232,2024-02-17 18:20:00,637.95,success,9.57
438,233,2024-07-07 07:29:00,193.37,success,2.9
439,233,2024-08-08 07:29:00,454.43,success,6.82
440,233,2024-06-24 07:29:00,917.07,failed,0.0
441,233,2024-08-21 07:29:00,451.7,success,6.78
442,234,2023-09-06 13:08:00,15.45,success,0.23
443,234,2023-10-17 13:08:00,6.54,success,0.1
444,234,2023-09-09 13:08:00,17.92,success,0.27
445,234,2023-09-15 13:08:00,507.41,failed,0.0
446,234,2023-09-01 13:08:00,69.38,success,1.04
447,234,2023-09-10 13:08:00,1069.33,success,16.04
448,236,2024-06-23 04:33:00,8.99,failed,0.0
449,236,2024-07-09 04:33:00,651.96,success,9.78
450,236,2024-07-08 04:33:00,142.57,success,2.14
451,242,2024-10-24 02:23:00,329.4,success,4.94
452,242,2024-10-09 02:23:00,1194.21,success,17.91
453,242,2024-08-26 02:23:00,6.27,success,0.09
454,242,2024-09-01 02:23:00,17.33,success,0.26
455,242,2024-11-02 02:23:00,15.12,success,0.23
456,242,2024-10-30 02:23:00,835.32,success,12.53
457,242,2024-09-08 02:23:00,9.51,success,0.14
458,243,2023-10-23 09:05:00,314.94,success,4.72
459,243,2023-10-27 09:05:00,17.0,success,0.26
460,243,2023-09-26 09:05:00,6.8,success,0.1
461,243,2023-10-22 09:05:00,14.3,success,0.21
462,243,2023-09-26 09:05:00,1036.62,success,15.55
463,244,2024-07-07 14:19:00,11.62,failed,0.0
464,244,2024-08-08 14:19:00,699.82,success,10.5
465,244,2024-07-23 14:19:00,7.94,success,0.12
466,244,2024-07-18 14:19:00,11.51,success,0.17
467,244,2024-09-16 14:19:00,19.4,failed,0.0
468,244,2024-08-13 14:19:00,305.73,success,4.59
469,244,2024-09-18 14:19:00,135.56,success,2.03
470,244,2024-08-12 14:19:00,14.28,success,0.21
471,246,2024-10-12 00:15:00,18.46,success,0.28
472,246,2024-10-04 00:15:00,91.4,success,1.37
473,246,2024-12-04 00:15:00,522.35,success,7.84
474,246,2024-10-04 00:15:00,6.15,success,0.09
475,246,2024-12-13 00:15:00,938.62,success,14.08
476,246,2024-12-20 00:15:00,875.3,success,13.13
477,247,2024-03-10 09:12:00,5.28,success,0.08
478,247,2024-01-30 09:12:00,14.9,success,0.22
479,247,2024-02-20 09:12:00,459.52,failed,0.0
480,247,2024-02-09 09:12:00,315.93,success,4.74
481,247,2024-03-26 09:12:00,1593.84,success,23.91
482,247,2024-01-20 09:12:00,478.61,failed,0.0
483,251,2023-10-02 16:33:00,208.39,success,3.13
484,251,2023-10-27 16:33:00,8.46,failed,0.0
485,251,2023-09-11 16:33:00,16.65,success,0.25
486,251,2023-09-16 16:33:00,1112.75,failed,0.0
487,251,2023-10-23 16:33:00,12.41,failed,0.0
488,251,2023-08-12 16:33:00,1648.26,failed,0.0
489,251,2023-08-23 16:33:00,1147.13,success,17.21
490,251,2023-08-20 16:33:00,440.1,success,6.6
491,256,2023-07-15 20:58:00,8.52,failed,0.0
492,256,2023-05-31 20:58:00,1235.33,success,18.53
493,256,2023-06-16 20:58:00,182.94,success,2.74
494,256,2023-06-28 20:58:00,348.09,failed,0.0
495,256,2023-07-25 20:58:00,363.64,success,5.45
496,256,2023-07-03 20:58:00,359.25,success,5.39
497,256,2023-06-23 20:58:00,397.31,success,5.96
498,256,2023-06-27 20:58:00,167.31,success,2.51
499,257,2023-03-29 10:28:00,1256.76,success,18.85
500,257,2023-04-17 10:28:00,5.3,success,0.08
501,257,2023-05-09 10:28:00,137.43,success,2.06
502,257,2023-04-18 10:28:00,12.69,success,0.19
503,257,2023-05-17 10:28:00,13.64,failed,0.0
504,257,2023-05-05 10:28:00,1554.32,success,23.31
505,257,2023-02-25 10:28:00,1927.19,success,28.91
506,257,2023-04-21 10:28:00,8.36,success,0.13
507,260,2023-04-29 15:00:00,1057.45,success,15.86
508,260,2023-05-02 15:00:00,1421.0,success,21.31
509,260,2023-06-11 15:00:00,1904.3,success,28.56
